image_id,ground_truth,clean_prediction,blur_prediction,clean_original_margin,blur_original_margin,clean_reconstructed_margin,blur_reconstructed_margin,candidate_6730_clean_value,candidate_6730_blur_value,candidate_6730_restored_margin,candidate_3122_clean_value,candidate_3122_blur_value,candidate_3122_restored_margin,candidate_22739_clean_value,candidate_22739_blur_value,candidate_22739_restored_margin,candidate_6966_clean_value,candidate_6966_blur_value,candidate_6966_restored_margin,all4_restored_margin,all4_restored_prediction,all4_margin_recovery,all4_true_logit_recovery
ILSVRC2012_val_00011002.JPEG,385,385,101,1.1453123092651367,-0.8072805404663086,1.149613380432129,-0.8105697631835938,18.645668029785156,21.580032348632812,-0.7822294235229492,11.09525203704834,16.206226348876953,-0.8210296630859375,14.989847183227539,35.53794479370117,-0.7487306594848633,14.504922866821289,35.15947341918945,-0.601933479309082,-0.5252065658569336,101,0.28536319732666016,0.5876598358154297
ILSVRC2012_val_00011008.JPEG,611,611,532,3.7500457763671875,-3.023190498352051,3.7034215927124023,-3.0369315147399902,9.66752815246582,13.851476669311523,-3.0505785942077637,8.893000602722168,10.905211448669434,-3.0835437774658203,23.15902328491211,36.12293243408203,-3.2376956939697266,23.420534133911133,30.55057144165039,-3.265901565551758,-3.5626540184020996,868,-0.5257225036621094,0.1693105697631836
ILSVRC2012_val_00011014.JPEG,61,61,62,4.816247940063477,-0.2008991241455078,4.808470726013184,-0.1866168975830078,11.939044952392578,14.711589813232422,-0.17772769927978516,7.952402591705322,10.50869083404541,-0.16012859344482422,14.161526679992676,20.15771484375,-0.14733600616455078,14.849496841430664,23.44558334350586,-0.24201488494873047,-0.1685171127319336,62,0.01809978485107422,0.08500385284423828
ILSVRC2012_val_00011018.JPEG,291,291,273,4.968877792358398,-1.2725272178649902,4.976320266723633,-1.2629623413085938,12.778785705566406,12.53662109375,-1.2446088790893555,11.182446479797363,11.735625267028809,-1.2633004188537598,12.272201538085938,24.40450096130371,-1.1455445289611816,14.17395305633545,18.697113037109375,-1.072281837463379,-0.978604793548584,273,0.28435754776000977,0.638648509979248
ILSVRC2012_val_00011023.JPEG,254,254,151,6.5571184158325195,-0.7025861740112305,6.556870937347412,-0.710566520690918,8.557649612426758,10.456342697143555,-0.6823701858520508,10.666854858398438,11.002178192138672,-0.6891303062438965,19.868003845214844,25.04020881652832,-0.6280765533447266,13.956151962280273,18.971099853515625,-0.7932076454162598,-0.701383113861084,151,0.009183406829833984,-0.052349090576171875
ILSVRC2012_val_00011028.JPEG,857,857,846,4.776508331298828,-0.5973615646362305,4.770448684692383,-0.5974283218383789,11.387078285217285,9.908421516418457,-0.5318698883056641,10.108318328857422,10.14517593383789,-0.5438127517700195,18.576555252075195,27.288558959960938,-0.1599264144897461,17.95509147644043,23.70592498779297,0.17923355102539062,0.6156387329101562,857,1.2130670547485352,1.1677179336547852
ILSVRC2012_val_00011033.JPEG,778,778,860,9.810888290405273,-2.9103891849517822,9.825876235961914,-2.8984808921813965,5.3559746742248535,9.01574420928955,-2.8188366889953613,10.697945594787598,12.413239479064941,-2.9176809787750244,14.581144332885742,33.65585708618164,-3.4690845012664795,13.192362785339355,32.2326774597168,-3.1857833862304688,-3.465113639831543,860,-0.5666327476501465,0.7045927047729492
ILSVRC2012_val_00011034.JPEG,60,60,36,1.1266956329345703,-1.718217372894287,1.1368865966796875,-1.708981990814209,8.584773063659668,13.281840324401855,-1.5711512565612793,9.894618034362793,11.446764945983887,-1.7041501998901367,17.81032371520996,19.204620361328125,-1.7292070388793945,15.255508422851562,18.271089553833008,-1.6672682762145996,-1.5348873138427734,36,0.17409467697143555,0.10875844955444336
ILSVRC2012_val_00011041.JPEG,61,61,763,4.271927833557129,-1.6921982765197754,4.269100189208984,-1.7008306980133057,12.684886932373047,13.21407413482666,-1.682553768157959,6.649338722229004,9.413431167602539,-1.6753628253936768,15.878396987915039,43.3006477355957,-1.3851988315582275,17.53123664855957,38.7635383605957,-0.674983024597168,-0.1918931007385254,777,1.5089375972747803,1.6701686382293701
ILSVRC2012_val_00011042.JPEG,342,342,341,0.7708683013916016,-0.14689159393310547,0.7706832885742188,-0.14596843719482422,10.056303977966309,13.146276473999023,-0.1683788299560547,12.112141609191895,12.209224700927734,-0.15041160583496094,11.471709251403809,26.134693145751953,-0.076751708984375,18.269603729248047,30.24576187133789,-0.05364227294921875,-0.024170875549316406,341,0.12179756164550781,0.2834625244140625
ILSVRC2012_val_00011043.JPEG,343,343,276,4.427124977111816,-0.759821891784668,4.423810005187988,-0.7504596710205078,11.300741195678711,15.083659172058105,-0.7369670867919922,7.68441915512085,9.541833877563477,-0.7608175277709961,15.732781410217285,35.31626892089844,-0.8920345306396484,18.318283081054688,35.8835334777832,-0.39241981506347656,-0.49062156677246094,276,0.2598381042480469,0.06377315521240234
ILSVRC2012_val_00011044.JPEG,44,44,26,3.7934913635253906,-1.7977962493896484,3.789547920227051,-1.7889642715454102,7.0614495277404785,8.937960624694824,-1.7867927551269531,8.956188201904297,9.399296760559082,-1.7903671264648438,18.568401336669922,20.97003746032715,-1.7762718200683594,14.767401695251465,16.396183013916016,-1.7818918228149414,-1.7698402404785156,26,0.01912403106689453,-0.011158943176269531
