image_id,ground_truth,clean_prediction,blur_prediction,clean_original_margin,blur_original_margin,clean_reconstructed_margin,blur_reconstructed_margin,candidate_6730_clean_value,candidate_6730_blur_value,candidate_6730_restored_margin,candidate_3122_clean_value,candidate_3122_blur_value,candidate_3122_restored_margin,candidate_22739_clean_value,candidate_22739_blur_value,candidate_22739_restored_margin,candidate_6966_clean_value,candidate_6966_blur_value,candidate_6966_restored_margin,all4_restored_margin,all4_restored_prediction,all4_margin_recovery,all4_true_logit_recovery
ILSVRC2012_val_00011002.JPEG,385,385,101,1.1453123092651367,-0.8072805404663086,1.149613380432129,-0.8105697631835938,18.645668029785156,21.580036163330078,-0.7822294235229492,11.095251083374023,16.20622444152832,-0.8210287094116211,14.989848136901855,35.53794860839844,-0.7487344741821289,14.504920959472656,35.15947723388672,-0.601933479309082,-0.5252084732055664,101,0.28536128997802734,0.5876493453979492
ILSVRC2012_val_00011008.JPEG,611,611,532,3.7500457763671875,-3.023190498352051,3.7034215927124023,-3.0369315147399902,9.667529106140137,13.851473808288574,-3.050577163696289,8.893000602722168,10.905211448669434,-3.083545207977295,23.15902328491211,36.12293243408203,-3.237715244293213,23.4205322265625,30.550575256347656,-3.265855312347412,-3.5626096725463867,868,-0.5256781578063965,0.1693100929260254
ILSVRC2012_val_00011014.JPEG,61,61,62,4.816247940063477,-0.2008991241455078,4.808470726013184,-0.1866168975830078,11.939044952392578,14.711592674255371,-0.17772865295410156,7.952402591705322,10.508689880371094,-0.16012859344482422,14.161528587341309,20.157716751098633,-0.1473379135131836,14.849496841430664,23.445581436157227,-0.24200153350830078,-0.16850757598876953,62,0.01810932159423828,0.08500862121582031
ILSVRC2012_val_00011018.JPEG,291,291,273,4.968877792358398,-1.2725272178649902,4.976320266723633,-1.2629623413085938,12.778785705566406,12.53662109375,-1.2446117401123047,11.18244743347168,11.735625267028809,-1.2632980346679688,12.27220344543457,24.404499053955078,-1.1455459594726562,14.173954963684082,18.697111129760742,-1.0722532272338867,-0.978583812713623,273,0.2843785285949707,0.6386599540710449
ILSVRC2012_val_00011023.JPEG,254,254,151,6.5571184158325195,-0.7025861740112305,6.556870937347412,-0.710566520690918,8.557650566101074,10.456342697143555,-0.6823735237121582,10.666853904724121,11.002178192138672,-0.6891303062438965,19.868003845214844,25.040206909179688,-0.6280808448791504,13.956151962280273,18.971099853515625,-0.7932066917419434,-0.7013874053955078,151,0.009179115295410156,-0.0523381233215332
ILSVRC2012_val_00011028.JPEG,857,857,846,4.776508331298828,-0.5973615646362305,4.770448684692383,-0.5974283218383789,11.387078285217285,9.908419609069824,-0.5318689346313477,10.108318328857422,10.14517593383789,-0.5438117980957031,18.576553344726562,27.28856086730957,-0.1599435806274414,17.95509147644043,23.70592498779297,0.17928504943847656,0.6156892776489258,857,1.2131175994873047,1.167745590209961
ILSVRC2012_val_00011033.JPEG,778,778,860,9.810888290405273,-2.9103891849517822,9.825876235961914,-2.8984808921813965,5.3559746742248535,9.01574420928955,-2.818840742111206,10.697945594787598,12.413237571716309,-2.9176816940307617,14.581144332885742,33.65585708618164,-3.46909236907959,13.192362785339355,32.2326774597168,-3.18583607673645,-3.465158224105835,860,-0.5666773319244385,0.7045948505401611
ILSVRC2012_val_00011034.JPEG,60,60,36,1.1266956329345703,-1.718217372894287,1.1368865966796875,-1.708981990814209,8.584773063659668,13.281837463378906,-1.5711522102355957,9.894618034362793,11.446765899658203,-1.7041501998901367,17.810321807861328,19.204620361328125,-1.729207992553711,15.255509376525879,18.27109146118164,-1.6672677993774414,-1.534883975982666,36,0.17409801483154297,0.10875892639160156
ILSVRC2012_val_00011041.JPEG,61,61,763,4.271927833557129,-1.6921982765197754,4.269100189208984,-1.7008306980133057,12.684885025024414,13.21407413482666,-1.682553768157959,6.649338722229004,9.413431167602539,-1.6753628253936768,15.878396987915039,43.3006477355957,-1.3851962089538574,17.53123664855957,38.76354217529297,-0.6749696731567383,-0.19189071655273438,777,1.5089399814605713,1.6701419353485107
ILSVRC2012_val_00011042.JPEG,342,342,341,0.7708683013916016,-0.14689159393310547,0.7706832885742188,-0.14596843719482422,10.056303977966309,13.146276473999023,-0.16837406158447266,12.112141609191895,12.209223747253418,-0.15041351318359375,11.471709251403809,26.134693145751953,-0.07675647735595703,18.26960563659668,30.245759963989258,-0.05363941192626953,-0.02417278289794922,341,0.121795654296875,0.28345489501953125
ILSVRC2012_val_00011043.JPEG,343,343,276,4.427124977111816,-0.759821891784668,4.423810005187988,-0.7504596710205078,11.300741195678711,15.083658218383789,-0.7369680404663086,7.684418201446533,9.54183292388916,-0.7608156204223633,15.732780456542969,35.3162727355957,-0.8920392990112305,18.318283081054688,35.8835334777832,-0.39243221282958984,-0.49063682556152344,276,0.2598228454589844,0.06378555297851562
ILSVRC2012_val_00011044.JPEG,44,44,26,3.7934913635253906,-1.7977962493896484,3.789547920227051,-1.7889642715454102,7.0614495277404785,8.937960624694824,-1.786794662475586,8.956188201904297,9.399298667907715,-1.790365219116211,18.568403244018555,20.970035552978516,-1.7762737274169922,14.767401695251465,16.396181106567383,-1.7818899154663086,-1.76983642578125,26,0.019127845764160156,-0.011156082153320312
ILSVRC2012_val_00011056.JPEG,12,12,957,2.744814872741699,-5.693080425262451,2.747300148010254,-5.690985202789307,10.251899719238281,8.480996131896973,-5.65130090713501,11.134077072143555,13.940776824951172,-5.653594970703125,17.77387809753418,35.329715728759766,-5.919861793518066,16.92628288269043,34.00578308105469,-5.548147201538086,-5.59355354309082,957,0.09743165969848633,0.34911584854125977
ILSVRC2012_val_00011059.JPEG,745,745,844,7.55684232711792,-3.8570945262908936,7.579239845275879,-3.8674323558807373,10.26192855834961,8.852243423461914,-3.8903656005859375,12.855984687805176,11.47745418548584,-3.86208438873291,17.489299774169922,20.08731460571289,-3.9192891120910645,21.318986892700195,18.431947708129883,-3.741029977798462,-3.811373472213745,844,0.05605888366699219,-0.1652212142944336
ILSVRC2012_val_00011063.JPEG,204,204,200,1.088414192199707,-2.0849738121032715,1.0953044891357422,-2.0988173484802246,6.476227283477783,7.147054672241211,-2.1045045852661133,7.23142147064209,10.052311897277832,-2.0753173828125,15.335094451904297,18.71584701538086,-2.088873863220215,18.520227432250977,22.313291549682617,-2.0188345909118652,-1.9995498657226562,200,0.09926748275756836,0.2088913917541504
