image_id,image_path,ground_truth,clean_prediction,blur_prediction,clean_correct,blur_correct,sae_cosine_similarity,n_clean_active,n_blur_active,n_shared_features,n_lost_features,n_new_features,jaccard_similarity,feature_retention,clean_sae_norm,blur_sae_norm,norm_ratio,relative_sae_change,shared_feature_mean_signed_change,shared_feature_mean_absolute_change,shared_feature_median_absolute_change,shared_features_percent_increased,shared_features_percent_decreased
ILSVRC2012_val_00011001.JPEG,/home/dr-yougart/Desktop/vit_mi/Dataset/ILSVRC2012_img_val/ILSVRC2012_val_00011001.JPEG,632,632,632,True,True,0.9402470588684082,993.7601928710938,994.3316040039062,988.6581420898438,5.102040767669678,5.673469543457031,0.9896824955940247,0.9948206543922424,373.83154296875,368.7266540527344,1.0159051418304443,0.34765705466270447,-0.05960576608777046,2.483042001724243,1.8722352981567383,50.428587198257446,49.57141578197479
ILSVRC2012_val_00011002.JPEG,/home/dr-yougart/Desktop/vit_mi/Dataset/ILSVRC2012_img_val/ILSVRC2012_val_00011002.JPEG,385,385,101,True,False,0.834998369216919,994.9846801757812,994.4744873046875,982.0816040039062,12.903060913085938,12.392857551574707,0.9762939214706421,0.9869019389152527,400.07000732421875,529.1277465820312,1.4825361967086792,0.9246151447296143,3.950313091278076,7.015309810638428,5.02808952331543,65.0024950504303,34.9975049495697
ILSVRC2012_val_00011003.JPEG,/home/dr-yougart/Desktop/vit_mi/Dataset/ILSVRC2012_img_val/ILSVRC2012_val_00011003.JPEG,526,527,527,False,False,0.9290895462036133,993.7244873046875,994.7806396484375,989.1887817382812,4.535714149475098,5.591836929321289,0.990248441696167,0.9954004883766174,392.1700439453125,405.18414306640625,1.0640324354171753,0.3937701880931854,0.3742324411869049,3.0736207962036133,2.4076576232910156,53.166115283966064,46.8338817358017
ILSVRC2012_val_00011004.JPEG,/home/dr-yougart/Desktop/vit_mi/Dataset/ILSVRC2012_img_val/ILSVRC2012_val_00011004.JPEG,838,838,838,True,True,0.9321318864822388,994.0458984375,994.4846801757812,989.14794921875,4.897959232330322,5.336734771728516,0.9902496337890625,0.9950212836265564,353.96185302734375,364.31292724609375,1.0640597343444824,0.3796776831150055,0.3517915606498718,2.5297908782958984,1.9760842323303223,54.23137545585632,45.76862156391144
ILSVRC2012_val_00011005.JPEG,/home/dr-yougart/Desktop/vit_mi/Dataset/ILSVRC2012_img_val/ILSVRC2012_val_00011005.JPEG,850,850,850,True,True,0.9589830636978149,994.2142944335938,994.4234619140625,990.505126953125,3.709183692932129,3.918367385864258,0.9926735758781433,0.9962342977523804,334.89422607421875,332.47113037109375,1.0150598287582397,0.2646390199661255,0.12649622559547424,1.8201730251312256,1.399186134338379,52.991414070129395,47.008585929870605
ILSVRC2012_val_00011006.JPEG,/home/dr-yougart/Desktop/vit_mi/Dataset/ILSVRC2012_img_val/ILSVRC2012_val_00011006.JPEG,537,537,537,True,True,0.9289411306381226,995.2806396484375,994.744873046875,989.7091674804688,5.5714287757873535,5.035714149475098,0.98996502161026,0.994366466999054,401.14599609375,388.9586181640625,1.0082398653030396,0.3740171790122986,-0.5595306158065796,2.73926043510437,2.0622787475585938,44.33068931102753,55.66931366920471
ILSVRC2012_val_00011007.JPEG,/home/dr-yougart/Desktop/vit_mi/Dataset/ILSVRC2012_img_val/ILSVRC2012_val_00011007.JPEG,451,650,823,False,False,0.9366157650947571,991.994873046875,991.7703857421875,986.4387817382812,5.556122303009033,5.331632614135742,0.9894884824752808,0.994335412979126,404.84735107421875,411.7889099121094,1.0516855716705322,0.36637648940086365,0.19382129609584808,2.8301029205322266,2.1359124183654785,52.10869908332825,47.89130091667175
ILSVRC2012_val_00011008.JPEG,/home/dr-yougart/Desktop/vit_mi/Dataset/ILSVRC2012_img_val/ILSVRC2012_val_00011008.JPEG,611,611,532,True,False,0.9280909895896912,994.5,995.35205078125,990.5203857421875,3.9795918464660645,4.831632614135742,0.9915677905082703,0.995966911315918,378.36871337890625,417.9251403808594,1.1614320278167725,0.4478580951690674,1.2805134057998657,3.381692886352539,2.623023509979248,62.610357999801636,37.389642000198364
ILSVRC2012_val_00011009.JPEG,/home/dr-yougart/Desktop/vit_mi/Dataset/ILSVRC2012_img_val/ILSVRC2012_val_00011009.JPEG,268,268,268,True,True,0.9474242925643921,995.5867309570312,996.10205078125,991.75,3.8367347717285156,4.352040767669678,0.992250382900238,0.9960975050926208,419.1257629394531,420.95452880859375,1.0393093824386597,0.3095918595790863,0.17514094710350037,2.4541335105895996,1.9032044410705566,51.42013430595398,48.57986569404602
ILSVRC2012_val_00011010.JPEG,/home/dr-yougart/Desktop/vit_mi/Dataset/ILSVRC2012_img_val/ILSVRC2012_val_00011010.JPEG,634,634,634,True,True,0.9178352355957031,994.0612182617188,995.7244873046875,987.6224365234375,6.438775539398193,8.102041244506836,0.9861941337585449,0.9934527277946472,397.9505615234375,443.09320068359375,1.1639560461044312,0.44425585865974426,1.4712610244750977,3.420807123184204,2.708888053894043,64.10416960716248,35.89583337306976
ILSVRC2012_val_00011011.JPEG,/home/dr-yougart/Desktop/vit_mi/Dataset/ILSVRC2012_img_val/ILSVRC2012_val_00011011.JPEG,96,96,96,True,True,0.9471129775047302,995.1428833007812,994.9285888671875,990.5867309570312,4.556122303009033,4.341836929321289,0.9915412664413452,0.9953857660293579,407.3069152832031,392.88153076171875,0.9890483021736145,0.30341097712516785,-0.3675123453140259,2.386593818664551,1.8014774322509766,44.98622119426727,55.01377582550049
ILSVRC2012_val_00011012.JPEG,/home/dr-yougart/Desktop/vit_mi/Dataset/ILSVRC2012_img_val/ILSVRC2012_val_00011012.JPEG,149,149,149,True,True,0.9391860961914062,993.1785888671875,994.6581420898438,987.9336547851562,5.244897842407227,6.724489688873291,0.9885043501853943,0.9946650266647339,368.7998352050781,362.5467224121094,1.0237418413162231,0.3318144679069519,0.11657308042049408,2.23775577545166,1.75349760055542,52.24313735961914,47.75686264038086
ILSVRC2012_val_00011013.JPEG,/home/dr-yougart/Desktop/vit_mi/Dataset/ILSVRC2012_img_val/ILSVRC2012_val_00011013.JPEG,318,318,318,True,True,0.9624233841896057,993.494873046875,993.7703857421875,990.4132690429688,3.081632614135742,3.357142925262451,0.993811309337616,0.9968657493591309,406.05047607421875,391.28253173828125,0.9755051136016846,0.25700342655181885,-0.33569058775901794,2.1001670360565186,1.5172595977783203,46.10887169837952,53.89112830162048
