feature_index,clean_activation_frequency,blur_activation_frequency,frequency_change,mean_clean_activation,mean_blur_activation,mean_signed_strength_change,mean_absolute_strength_change
12392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12400,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12404,1.530612244897959e-05,0.0,-1.530612244897959e-05,0.44960467020670575,0.0,0.0,0.0
12405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12410,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12420,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12430,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12434,0.9989234693877551,0.9984081632653061,-0.0005153061224489795,9.152838576531607,9.16605261638185,0.010051122556777975,2.645701723331249
12435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12440,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12450,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12451,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
